Chunk_ID,Text,Type,Article_Number,Title,Section,Themes,Search_Terms
chunk_article_212_clause_(2),"Article 212, Clause (2): No officer or member of the Legislature of a State in whom powers are vested by or under this Constitution for regulating procedure or the conduct of business, or for maintaining order, in the Legislature shall be subject to the jurisdiction of any court in respect of the exercise by him of those powers CHAPTER IV LEGISLATIVE POWER OF THE GOVERNOR",clause,212,,Unknown,"federal_structure, governance","legislature, powers, officer, member, whom"
chunk_article_213,"Article 213: Power of Governor to promulgate Ordinances during recess of Legislature

213. Power of Governor to promulgate Ordinances during recess of Legislature (1) If at any time, except when the Legislative Assembly of a State is in session, or where there is a Legislative Council in a State, except when both Houses of the Legislature are in session, the Governor is satisfied that circumstance...",full_article,213,Power of Governor to promulgate Ordinances during recess of Legislature,Unknown,"federal_structure, governance","legislature, legislative, ordinance, president, governor, council, same, provisions, promulgate, assembly, containing, consideration, promulgated, assented, resolution, federal_structure, governance, power of governor to promulgate ordinances during recess of legislature"
chunk_article_213_clause_(3),"Article 213, Clause (3): If and so far as an Ordinance under this article makes any provision which would not be valid if enacted in an Act of the legislature of the State assented to by the Governor, it shall be void: Provided that, for the purposes of the provisions of this Constitution relating to the effect of an Act of the Legislature of a State which is repugnant to an Act of Parliament or a...",clause,213,,Unknown,"federal_structure, governance","ordinance, legislature, assented, concurrent, list"
chunk_article_213_clause_(a),"Article 213, Clause (a): a Bill containing the same provisions would under this Constitution have required the previous sanction of the President for the introduction thereof into the Legislature; or",clause,213,,Unknown,"federal_structure, governance","bill, containing, same, provisions, required"
chunk_article_213_clause_(b),"Article 213, Clause (b): he would have deemed it necessary to reserve a Bill containing the same provisions for the consideration of the President; or",clause,213,,Unknown,"federal_structure, governance","deemed, necessary, reserve, bill, containing"
chunk_article_213_clause_(a),"Article 213, Clause (a): shall be laid before the legislative Assembly of the State, or where there is a Legislative Council in the State, before both the House, and shall cease to operate at the expiration of six weeks from the reassembly of the Legislature, or if before the expiration of that period a resolution disapproving it is passed by the Legislative Assembly and agreed to by the Legislati...",clause,213,,Unknown,"federal_structure, governance","legislative, council, resolution, assembly, expiration"
chunk_article_214,"Article 214: High Courts for States There shall be a High Court for each State

214. High Courts for States There shall be a High Court for each State",full_article,214,High Courts for States There shall be a High Court for each State,Unknown,federal_structure,"high, courts, there, court, each, federal_structure, high courts for states there shall be a high court for each state"
chunk_article_215,"Article 215: High Courts to be courts of record Every High Court shall be a court of record and shall have all the powers of such a court including the power to pu

215. High Courts to be courts of record Every High Court shall be a court of record and shall have all the powers of such a court including the power to punish for contempt of itself",full_article,215,High Courts to be courts of record Every High Court shall be a court of record and shall have all the powers of such a court including the power to pu,Unknown,,"court, high, courts, record, every, powers, including, power, punish, contempt, itself, high courts to be courts of record every high court shall be a court of record and shall have all the powers of such a court including the power to pu"
chunk_article_216,"Article 216: Constitution of High Courts Every High Court shall consist of a Chief Justice and such other Judges as the President may from time to time deem it nec

216. Constitution of High Courts Every High Court shall consist of a Chief Justice and such other Judges as the President may from time to time deem it necessary to appoint",full_article,216,Constitution of High Courts Every High Court shall consist of a Chief Justice and such other Judges as the President may from time to time deem it nec,Unknown,governance,"high, time, courts, every, court, consist, chief, justice, other, judges, president, deem, necessary, appoint, governance, constitution of high courts every high court shall consist of a chief justice and such other judges as the president may from time to time deem it nec"
chunk_article_217,"Article 217: Appointment and conditions of the office of a Judge of a High Court

217. Appointment and conditions of the office of a Judge of a High Court (1) Every Judge of a High Court shall be appointed by the President by warrant under his hand and seal after consultation with the Chief Justice of India, the Governor of the State, and, in the case of appointment of a Judge other than the chief...",full_article,217,Appointment and conditions of the office of a Judge of a High Court,Unknown,"federal_structure, governance","office, court, judge, high, india, president, held, person, judicial, advocate, period, chief, justice, case, territory, federal_structure, governance, appointment and conditions of the office of a judge of a high court"
chunk_article_217_clause_(3),"Article 217, Clause (3): If any question arises as to the age of a Judge of a High Court, the question shall be decided by the President after consultation with the Chief Justice of India and the decision of the President shall be final",clause,217,,Unknown,"federal_structure, governance","question, president, arises, judge, high"
chunk_article_217_clause_(a),"Article 217, Clause (a): a Judge may, by writing under his hand addressed to the President, resign his office;",clause,217,,Unknown,"federal_structure, governance","judge, writing, hand, addressed, president"
chunk_article_217_clause_(a),"Article 217, Clause (a): has for at least ten years held a judicial office in the territory of India; or",clause,217,,Unknown,"federal_structure, governance","least, years, held, judicial, office"
chunk_article_217_clause_(b),"Article 217, Clause (b): has for at least ten years been an advocate of a High Court or of two or more such Courts in succession; Explanation For the purposes of this clause",clause,217,,Unknown,"federal_structure, governance","least, years, advocate, high, court"
chunk_article_217_part_1,"217. Appointment and conditions of the office of a Judge of a High Court (1) Every Judge of a High Court shall be appointed by the President by warrant under his hand and seal after consultation with the Chief Justice of India, the Governor of the State, and, in the case of appointment of a Judge other than the chief Justice, the chief Justice of the High court, and shall hold office, in the case ...",partial_article,217,,Unknown,"federal_structure, governance","office, court, judge, high, india"
chunk_article_217_part_2,after consultation with the Chief Justice of India and the decision of the President shall be final,partial_article,217,,Unknown,"federal_structure, governance","consultation, chief, justice, india, decision"
chunk_article_218,"Article 218: Application of certain provisions relating to Supreme Court to High Courts The provisions of clauses

218. Application of certain provisions relating to Supreme Court to High Courts The provisions of clauses (4) and (5) of Article 124 shall apply in relation to a High Court as they apply in relation to the Supreme Court with the substitution of references to the High Court for referen...",full_article,218,Application of certain provisions relating to Supreme Court to High Courts The provisions of clauses,Unknown,,"court, supreme, high, provisions, apply, relation, references, application, certain, relating, courts, clauses, substitution, application of certain provisions relating to supreme court to high courts the provisions of clauses"
chunk_article_219,"Article 219: Oath or affirmation by Judges of High Courts Every person appointed to be a Judge of a High Court shall, before he enters upon his office, make and su

219. Oath or affirmation by Judges of High Courts Every person appointed to be a Judge of a High Court shall, before he enters upon his office, make and subscribe before the Governor of the State, or some person appointed in that behal...",full_article,219,"Oath or affirmation by Judges of High Courts Every person appointed to be a Judge of a High Court shall, before he enters upon his office, make and su",Unknown,"federal_structure, governance","oath, affirmation, high, person, appointed, judges, courts, every, judge, court, enters, upon, office, make, subscribe, federal_structure, governance, oath or affirmation by judges of high courts every person appointed to be a judge of a high court shall, before he enters upon his office, make and su"
chunk_article_220,"Article 220: Restriction on practice after being a permanent Judge No person who, after the commencement of this Constitution, has held office as a permanent Judge of a High Court shall plead or act in any court or before any authority in India except the Supreme Court and the other High Courts Explanation In this article, the expression High Court does not include a High Court for a State specifi...",full_article,220,"Restriction on practice after being a permanent Judge No person who, after the commencement of this Constitution, has held office as a permanent Judge of a High Court shall plead or act in any court or before any authority in India except the Supreme Court and the other High Courts Explanation In this article, the expression High Court does not include a High Court for a State specified in Part B of the First Schedule as it existed before the commencement of the Constitution",Unknown,"federal_structure, amendment","court, high, permanent, judge, commencement, restriction, practice, being, person, held, office, plead, authority, india, except, federal_structure, amendment, restriction on practice after being a permanent judge no person who, after the commencement of this constitution, has held office as a permanent judge of a high court shall plead or act in any court or before any authority in india except the supreme court and the other high courts explanation in this article, the expression high court does not include a high court for a state specified in part b of the first schedule as it existed before the commencement of the constitution"
chunk_article_221,"Article 221: Salaries etc, of Judges

221. Salaries etc, of Judges (1) There shall be paid to the Judges of each High Court such salaries as may be determined by Parliament by law and, until provision in that behalf is so made, such salaries as are specified in the Second Schedule (2) Every Judge shall be entitled to such allowances and to such rights in respect of leave of absence and pension as ...",full_article,221,"Salaries etc, of Judges",Unknown,fundamental_rights,"salaries, determined, allowances, rights, judges, made, specified, second, schedule, judge, respect, leave, absence, time, there, fundamental_rights, salaries etc, of judges"
chunk_article_221_clause_(2),"Article 221, Clause (2): Every Judge shall be entitled to such allowances and to such rights in respect of leave of absence and pension as may from time to time be determined by or under law made by Parliament and, until so determined, to such allowances and rights as are specified in the Second Schedule: Provided that neither the allowances of a Judge nor his rights in respect of leave of absence...",clause,221,,Unknown,fundamental_rights,"allowances, rights, judge, respect, leave"
chunk_article_222,"Article 222: Transfer of a Judge from one High Court to another

222. Transfer of a Judge from one High Court to another (1) The President may, after consultation with the Chief Justice of India, transfer a Judge from one High Court to any other High Court (2) When a Judge has been or is so transferred, he shall, during the period he serves, after the commencement of the Constitution (Fifteenth Am...",full_article,222,Transfer of a Judge from one High Court to another,Unknown,"governance, amendment","judge, high, court, transfer, president, other, compensatory, allowance, determined, another, consultation, chief, justice, india, transferred, governance, amendment, transfer of a judge from one high court to another"
chunk_article_223,"Article 223: Appointment of acting Chief Justice When the office of Chief Justice of High Court is vacant or when any such Chief Justice is, by reason of absence o

223. Appointment of acting Chief Justice When the office of Chief Justice of High Court is vacant or when any such Chief Justice is, by reason of absence or otherwise, unable to perform the duties of his office, the duties of the offic...",full_article,223,"Appointment of acting Chief Justice When the office of Chief Justice of High Court is vacant or when any such Chief Justice is, by reason of absence o",Unknown,governance,"chief, justice, office, court, duties, appointment, acting, high, vacant, reason, absence, otherwise, unable, perform, performed, governance, appointment of acting chief justice when the office of chief justice of high court is vacant or when any such chief justice is, by reason of absence o"
chunk_article_224,"Article 224: Appointment of additional and acting Judges

224. Appointment of additional and acting Judges (1) If by reason of any temporary increase in the business of High Court or by reason of arrears of work therein, it appears to the President that the number of the Judges of that Court should be for the time being increased, the President may appoint duly qualified persons to be additional J...",full_article,224,Appointment of additional and acting Judges,Unknown,governance,"court, reason, judge, additional, judges, high, president, acting, appoint, duly, qualified, years, other, chief, justice, governance, appointment of additional and acting judges"
chunk_article_224_clause_(2),"Article 224, Clause (2): When any Judge of a High Court other than the Chief Justice is by reason of absence or for any other reason unable to perform the duties of his office or is appointed to act temporarily as Chief Justice, the President may appoint a duly qualified person to act as a Judge of that Court until the permanent Judge has resumed his duties",clause,224,,Unknown,governance,"judge, court, other, chief, justice"
chunk_article_224_clause_(3),"Article 224, Clause (3): No person appointed as an additional or acting Judge of a High Court shall hold office after attaining the age of sixty two years",clause,224,,Unknown,governance,"person, appointed, additional, acting, judge"
chunk_article_224,"Article 224: A Appointment of retired Judges at sittings of High Courts Notwithstanding anything in this Chapter, the Chief Justice of a High Court for any State may at any time, with the previous consent of the President, request any person who has held the office of Judge of that Court or of any other High Court to sit and act as a Judge of the High Court for that State, and every such person so...",full_article,224,"A Appointment of retired Judges at sittings of High Courts Notwithstanding anything in this Chapter, the Chief Justice of a High Court for any State may at any time, with the previous consent of the President, request any person who has held the office of Judge of that Court or of any other High Court to sit and act as a Judge of the High Court for that State, and every such person so requested shall, while so sitting and acting, be entitled to such allowances as the President may by order determine and have all the jurisdiction, powers and privileges of, but shall not otherwise be deemed to be, a Judge of that High Court",Unknown,"federal_structure, governance","high, court, judge, person, president, deemed, appointment, retired, judges, sittings, courts, notwithstanding, anything, chapter, chief, federal_structure, governance, a appointment of retired judges at sittings of high courts notwithstanding anything in this chapter, the chief justice of a high court for any state may at any time, with the previous consent of the president, request any person who has held the office of judge of that court or of any other high court to sit and act as a judge of the high court for that state, and every such person so requested shall, while so sitting and acting, be entitled to such allowances as the president may by order determine and have all the jurisdiction, powers and privileges of, but shall not otherwise be deemed to be, a judge of that high court"
chunk_article_225,"Article 225: Jurisdiction of existing High Courts Subject to the provisions of this Constitution and to the provisions of any law of the appropriate Legislature made by virtue of powers conferred on that Legislature by this Constitution, the jurisdiction of, and the law administered in, any existing High Court, and the respective powers of the Judges thereof in relation to the administration of ju...",full_article,225,"Jurisdiction of existing High Courts Subject to the provisions of this Constitution and to the provisions of any law of the appropriate Legislature made by virtue of powers conferred on that Legislature by this Constitution, the jurisdiction of, and the law administered in, any existing High Court, and the respective powers of the Judges thereof in relation to the administration of justice in the Court, including any power to make rules of Court and to regulate the sittings of the Court and of members thereof sitting alone or in Division Courts, shall be the same as immediately before the commencement of this Constitution",Unknown,"federal_structure, governance","jurisdiction, court, high, courts, thereof, existing, subject, provisions, legislature, powers, immediately, commencement, exercise, concerning, appropriate, federal_structure, governance, jurisdiction of existing high courts subject to the provisions of this constitution and to the provisions of any law of the appropriate legislature made by virtue of powers conferred on that legislature by this constitution, the jurisdiction of, and the law administered in, any existing high court, and the respective powers of the judges thereof in relation to the administration of justice in the court, including any power to make rules of court and to regulate the sittings of the court and of members thereof sitting alone or in division courts, shall be the same as immediately before the commencement of this constitution"
chunk_article_226,"Article 226: Power of High Courts to issue certain writs

226. Power of High Courts to issue certain writs (1) Notwithstanding anything in Article 32 every High Court shall have powers, throughout the territories in relation to which it exercise jurisdiction, to issue to any person or authority, including in appropriate cases, any Government, within those territories directions, orders or writs, i...",full_article,226,Power of High Courts to issue certain writs,Unknown,"fundamental_rights, federal_structure","high, court, power, party, order, application, writs, territories, within, conferred, issue, person, authority, clause, interim, fundamental_rights, federal_structure, power of high courts to issue certain writs"
chunk_article_226_clause_(a),"Article 226, Clause (a): furnishing to such party copies of such petition and all documents in support of the plea for such interim order; and",clause,226,,Unknown,"fundamental_rights, federal_structure","furnishing, party, copies, petition, documents"
chunk_article_226,"Article 226: A Constitutional validity of Central laws not to be considered in proceedings under Article 226 Omitted

226. A Constitutional validity of Central laws not to be considered in proceedings under Article 226 Omitted",full_article,226,A Constitutional validity of Central laws not to be considered in proceedings under Article 226 Omitted,Unknown,emergency,"constitutional, validity, central, laws, considered, proceedings, omitted, emergency, a constitutional validity of central laws not to be considered in proceedings under article 226 omitted"
chunk_article_227,"Article 227: Power of superintendence over all courts by the High Court

227. Power of superintendence over all courts by the High Court (1) Every High Court shall have superintendence over all courts and tribunals throughout the territories interrelation to which it exercises jurisdiction (2) Without prejudice to the generality of the foregoing provisions, the High Court may (a) call for returns ...",full_article,227,Power of superintendence over all courts by the High Court,Unknown,"federal_structure, governance","courts, court, high, superintendence, forms, rules, prescribe, officers, tables, clause, power, every, tribunals, throughout, territories, federal_structure, governance, power of superintendence over all courts by the high court"
chunk_article_227_clause_(4),"Article 227, Clause (4): Nothing in this article shall be deemed to confer on a High Court powers of superintendence over any court or tribunal constituted by or under any law relating to the Armed Forces",clause,227,,Unknown,"federal_structure, governance","court, nothing, deemed, confer, high"
chunk_article_227_clause_(b),"Article 227, Clause (b): make and issue general rules and prescribe forms for regulating the practice and proceedings of such courts; and",clause,227,,Unknown,"federal_structure, governance","make, issue, general, rules, prescribe"
chunk_article_228,"Article 228: Transfer of certain cases to High Court If the High Court is satisified that a case pending in a court subordinate to it involves a substantial question of law as to the interpretation of this Constitution the determination of which is necessary for the disposal of the case, it shall withdraw the case and may

228. Transfer of certain cases to High Court If the High Court is satisifie...",full_article,228,"Transfer of certain cases to High Court If the High Court is satisified that a case pending in a court subordinate to it involves a substantial question of law as to the interpretation of this Constitution the determination of which is necessary for the disposal of the case, it shall withdraw the case and may",Unknown,,"case, court, question, high, dispose, said, judgment, transfer, certain, cases, satisified, pending, subordinate, involves, substantial, transfer of certain cases to high court if the high court is satisified that a case pending in a court subordinate to it involves a substantial question of law as to the interpretation of this constitution the determination of which is necessary for the disposal of the case, it shall withdraw the case and may"
chunk_article_228_clause_(b),"Article 228, Clause (b): determine the said question of law and return the case to the court from which the case has been so withdrawn together with a copy of its judgment on such question, and the said court shall on receipt thereof proceed to dispose of the case in confirmity with such judgment",clause,228,,Unknown,,"case, said, question, court, judgment"
chunk_article_228A,"Article 228A: Special provisions as to disposal of question relating to constitutional validity of State Laws Replaced by the Constitution

228A. Special provisions as to disposal of question relating to constitutional validity of State Laws Replaced by the Constitution (Forty third Amendment) Act, 1977, sec 10, (with effect from 13 4 1978)",full_article,228A,Special provisions as to disposal of question relating to constitutional validity of State Laws Replaced by the Constitution,Unknown,"federal_structure, amendment, emergency","228a, special, provisions, disposal, question, relating, constitutional, validity, laws, replaced, forty, third, amendment, 1977, effect, federal_structure, amendment, emergency, special provisions as to disposal of question relating to constitutional validity of state laws replaced by the constitution"
chunk_article_229,"Article 229: Officers and servants and the expenses of High Courts

229. Officers and servants and the expenses of High Courts (1) Appointments of officers and servants of a High Court shall be made by the Chief Justice of the Court or such other Judge or officer of the Court as he may direct: Provided that the Governor of the State may by rule require that in such cases as may be specified in the...",full_article,229,Officers and servants and the expenses of High Courts,Unknown,"federal_structure, governance","court, officers, servants, high, made, chief, justice, other, rules, expenses, judge, officer, provided, governor, rule, federal_structure, governance, officers and servants and the expenses of high courts"
chunk_article_229_clause_(2),"Article 229, Clause (2): Subject to the provisions of any law made by the Legislature of the State, the conditions of service of officers and servants of a High Court shall be such as may be prescribed by rules made by the Chief Justice of the Court or by some other Judge or officer of the Court authorised by the Chief Justice to make rules for the purpose: Provided that the rules made under this ...",clause,229,,Unknown,"federal_structure, governance","made, court, rules, chief, justice"
chunk_article_229_clause_(3),"Article 229, Clause (3): The administrative expenses of a High Court, including all salaries, allowacnes and pensions payable to or in respect of the officers and servants of the court, shall be charged upon the Consolidated Fund of the State, and any fees or other moneys taken by the Court shall form part of that Fund",clause,229,,Unknown,"federal_structure, governance","court, fund, administrative, expenses, high"
chunk_article_230,"Article 230: Extension of jurisdiction of High Courts to Union territories

230. Extension of jurisdiction of High Courts to Union territories (1) Parliament may by law extend the jurisdiction of a High Court to, or exclude the jurisdiction of a High Court from, any Union territory (2) Where the High Court of a State exercises jurisdiction in relation to a Union territory: (a) nothing in this Cons...",full_article,230,Extension of jurisdiction of High Courts to Union territories,Unknown,"federal_structure, governance","jurisdiction, high, court, territory, courts, relation, construed, reference, extension, territories, extend, exclude, exercises, nothing, empowering, federal_structure, governance, extension of jurisdiction of high courts to union territories"
chunk_article_230_clause_(a),"Article 230, Clause (a): nothing in this Constitution shall be construed as empowering the Legislature of the State to increase, restrict or abolish that jurisdiction; and",clause,230,,Unknown,"federal_structure, governance","nothing, construed, empowering, legislature, increase"
chunk_article_230_clause_(b),"Article 230, Clause (b): the reference in article 227 to the Governor shall, in relation to any rules, forms or tables for subordinate courts in that territory, be construed as a reference to the President",clause,230,,Unknown,"federal_structure, governance","reference, governor, relation, rules, forms"
chunk_article_231,"Article 231: Establishment of a common High Court for two or more States

231. Establishment of a common High Court for two or more States (1) Notwithstanding anything contained in the preceding provisions of this Chapter, Parliament may by law establish a common High Court for two or more States or for two or more States and a Union territory (2) In relation to any such High Court, (a) the refere...",full_article,231,Establishment of a common High Court for two or more States,Unknown,"federal_structure, governance","reference, high, court, governor, construed, more, relation, common, territory, subordinate, courts, articles, principal, seat, references, federal_structure, governance, establishment of a common high court for two or more states"
chunk_article_231_clause_(a),"Article 231, Clause (a): the reference in article 217 to the Governor of the State shall be construed as a reference to the Governors of all the States in relation to which the High Court exercises jurisdiction;",clause,231,,Unknown,"federal_structure, governance","reference, governor, construed, governors, relation"
chunk_article_231_clause_(b),"Article 231, Clause (b): the reference in article 227 to the Governor shall, in relation to any rules, forms or tables for subordinate courts, be construed as a reference to the Governor of the State in which the Subordinate Courts are situate; and",clause,231,,Unknown,"federal_structure, governance","reference, governor, subordinate, courts, relation"
chunk_article_231_clause_(c),"Article 231, Clause (c): the reference in articles 219 and 229 to the State shall be construed as a reference to the State in which the High Court has its principal seat: Provided that if such principal seat is in a Union territory, the references in articles 210 and 229 to the Governor, Public Service Commission, Legislature and Consolidated Fund of the State shall be construed respectively as re...",clause,231,,Unknown,"federal_structure, governance","reference, articles, construed, principal, seat"
chunk_article_231_clause_(c),"Article 231, Clause (c): the reference in articles 219 and 229 to the State shall be construed as a reference to the State in which the High Court has its principal seat: Provided that if such principal seat is in a Union territory, the references in articles 210 and 229 to the Governor, Public Service Commission, Legislature and Consolidated Fund of the State shall be construed respectively as re...",clause,231,,Unknown,"federal_structure, governance","reference, articles, construed, principal, seat"
chunk_article_232,"Article 232: Omitted by the Constitution 7 th Amendment Act, 1956 CHAPTER VI SUBORDINATE COURTS

232. Omitted by the Constitution 7 th Amendment Act, 1956 CHAPTER VI SUBORDINATE COURTS",full_article,232,"Omitted by the Constitution 7 th Amendment Act, 1956 CHAPTER VI SUBORDINATE COURTS",Unknown,amendment,"omitted, amendment, 1956, chapter, subordinate, courts, amendment, omitted by the constitution 7 th amendment act, 1956 chapter vi subordinate courts"
chunk_article_233,"Article 233: Appointment of district judges

233. Appointment of district judges (1) Appointments of persons to be, and the posting and promotion of, district judges in any State shall be made by the Governor of the State in consultation with the High Court exercising jurisdiction in relation to such State (2) A person not already in the service of the Union or of the State shall only be eligible ...",full_article,233,Appointment of district judges,Unknown,"federal_structure, governance","district, appointment, judges, high, court, appointments, persons, posting, promotion, made, governor, consultation, exercising, jurisdiction, relation, federal_structure, governance, appointment of district judges"
chunk_article_233_clause_(2),"Article 233, Clause (2): A person not already in the service of the Union or of the State shall only be eligible to be appointed a district judge if he has been for not less than seven years an advocate or a pleader and is recommended by the High Court for appointment",clause,233,,Unknown,"federal_structure, governance","person, already, service, only, eligible"
chunk_article_233,"Article 233: A Validation of appointments of, and judgments, etc, delivered by, certain district judges Notwithstanding any judgment, decree or order of any court,

233. A Validation of appointments of, and judgments, etc, delivered by, certain district judges Notwithstanding any judgment, decree or order of any court, (a) (i) no appointment of any person already in the judicial service of a State...",full_article,233,"A Validation of appointments of, and judgments, etc, delivered by, certain district judges Notwithstanding any judgment, decree or order of any court,",Unknown,"federal_structure, governance, amendment","district, person, made, accordance, provisions, illegal, appointment, than, judge, posting, promotion, transfer, judgment, decree, order, federal_structure, governance, amendment, a validation of appointments of, and judgments, etc, delivered by, certain district judges notwithstanding any judgment, decree or order of any court,"
chunk_article_233_clause_(i),"Article 233, Clause (i): no appointment of any person already in the judicial service of a State or of any person who has been for not less than seven years an advocate or a pleader, to be a district judge in that State, and",clause,233,,Unknown,"federal_structure, governance, amendment","person, appointment, already, judicial, service"
chunk_article_234,"Article 234: Recruitment of persons other than district judges to the judicial service Appointment of persons other than district judges to the judicial service of

234. Recruitment of persons other than district judges to the judicial service Appointment of persons other than district judges to the judicial service of a State shall be made by the Governor of the State in accordance with rules mad...",full_article,234,Recruitment of persons other than district judges to the judicial service Appointment of persons other than district judges to the judicial service of,Unknown,"federal_structure, governance","service, persons, other, than, district, judges, judicial, made, recruitment, appointment, governor, accordance, rules, behalf, consultation, federal_structure, governance, recruitment of persons other than district judges to the judicial service appointment of persons other than district judges to the judicial service of"
chunk_article_235,"Article 235: Control over subordinate courts The control over district courts and courts subordinate thereto including the posting and promotion of, and the grant

235. Control over subordinate courts The control over district courts and courts subordinate thereto including the posting and promotion of, and the grant of leave to, persons belonging to the judicial service of a State and holding any...",full_article,235,"Control over subordinate courts The control over district courts and courts subordinate thereto including the posting and promotion of, and the grant",Unknown,"fundamental_rights, federal_structure, governance","courts, service, control, subordinate, district, post, high, court, conditions, thereto, including, posting, promotion, grant, leave, fundamental_rights, federal_structure, governance, control over subordinate courts the control over district courts and courts subordinate thereto including the posting and promotion of, and the grant"
chunk_article_236,"Article 236: Interpretation In this Chapter

236. Interpretation In this Chapter (a) the expression district judge includes judge of a city civil court, additional district judge, joint district judge, assistant district judge, chief judge of a small cause court, chief presidency magistrate, additional chief presidency magistrate, sessions judge, additional sessions judge and assistant sessions ju...",full_article,236,Interpretation In this Chapter,Unknown,governance,"judge, district, additional, chief, sessions, expression, civil, court, assistant, presidency, magistrate, judicial, service, post, interpretation, governance, interpretation in this chapter"
chunk_article_236_clause_(b),"Article 236, Clause (b): the expression judicial service means a service consisting exclusively of persons intended to fill the post of district judge and other civil judicial posts inferior to the post of district judge",clause,236,,Unknown,governance,"judicial, service, post, district, judge"
chunk_article_237,"Article 237: Application of the provisions of this Chapter to certain class or classes of magistrates The

237. Application of the provisions of this Chapter to certain class or classes of magistrates The Governor may by public notification direct that the foregoing provisions of this Chapter and any rules made thereunder shall with effect from such date as may be fixed by him in that behalf apply...",full_article,237,Application of the provisions of this Chapter to certain class or classes of magistrates The,Unknown,"federal_structure, governance","provisions, chapter, class, classes, magistrates, notification, apply, relation, application, certain, governor, public, direct, foregoing, rules, federal_structure, governance, application of the provisions of this chapter to certain class or classes of magistrates the"
chunk_article_238,"Article 238: Omitted by the Constitution 7 th Amendment Act, 1956 PART VIII THE UNION TERRITORIES

238. Omitted by the Constitution 7 th Amendment Act, 1956 PART VIII THE UNION TERRITORIES",full_article,238,"Omitted by the Constitution 7 th Amendment Act, 1956 PART VIII THE UNION TERRITORIES",Unknown,"federal_structure, amendment","omitted, amendment, 1956, part, viii, territories, federal_structure, amendment, omitted by the constitution 7 th amendment act, 1956 part viii the union territories"
chunk_article_239,"Article 239: Administration of Union territories

239. Administration of Union territories (1) Save as otherwise provided by Parliament by law, every Union territory shall be administered by the President acting, to such extent as he thinks fit, through an administrator to be appointed by him with such designation as he may specify (2) Notwithstanding anything contained in Part VI, the President m...",full_article,239,Administration of Union territories,Unknown,"federal_structure, governance","administrator, territory, president, appointed, governor, administration, territories, save, otherwise, provided, every, administered, acting, extent, thinks, federal_structure, governance, administration of union territories"
chunk_article_239_clause_(2),"Article 239, Clause (2): Notwithstanding anything contained in Part VI, the President may appoint the Governor of a State as the administrator of an adjoining Union territory, and where a Governor is so appointed, he shall exercise his functions as such administrator independently of his Council of Ministers",clause,239,,Unknown,"federal_structure, governance","governor, administrator, notwithstanding, anything, contained"
chunk_article_239,"Article 239: A Creation of local Legislatures or Council of Ministers or both for certain Union territories

239. A Creation of local Legislatures or Council of Ministers or both for certain Union territories (1) Parliament may by law create for the Union territory of Pondicherry (a) a body, whether elected or partly nominated and partly elected, to function as a Legislature for the Union territor...",full_article,239,A Creation of local Legislatures or Council of Ministers or both for certain Union territories,Unknown,"federal_structure, governance, amendment","council, ministers, both, territory, elected, partly, creation, local, legislatures, certain, territories, create, pondicherry, body, whether, federal_structure, governance, amendment, a creation of local legislatures or council of ministers or both for certain union territories"
chunk_article_239_clause_(a),"Article 239, Clause (a): a body, whether elected or partly nominated and partly elected, to function as a Legislature for the Union territory, or",clause,239,,Unknown,"federal_structure, governance, amendment","elected, partly, body, whether, nominated"
chunk_article_239B,"Article 239B: Power of administrator to promulgate Ordinances during recess of Legislature

239B. Power of administrator to promulgate Ordinances during recess of Legislature (1) If at any time, except when the Legislature of the Union territory of Pondicherry is in session, the administrator thereof is satisfied that circumstances exist which render it necessary for him to take immediate action, ...",full_article,239B,Power of administrator to promulgate Ordinances during recess of Legislature,Unknown,"federal_structure, governance","legislature, administrator, territory, ordinance, behalf, president, promulgate, instructions, enacted, complying, provisions, contained, referred, clause, 239a, federal_structure, governance, power of administrator to promulgate ordinances during recess of legislature"
chunk_article_239B_clause_(a),"Article 239B, Clause (a): shall be laid before the Legislature of the Union territory and shall cease to operate at the expiration of six weeks from the reassembly of the legislature or if, before the expiration of that period, a resolution disapproving it is passed by the Legislature, upon the passing of the resolution; and",clause,239B,,Unknown,"federal_structure, governance","legislature, expiration, resolution, laid, territory"
chunk_article_240,"Article 240: Power of President to make regulations for certain Union territories

240. Power of President to make regulations for certain Union territories (1) The President may make regulations for the peace, progress and good government of the Union territory of (a) the Andaman and Nicobar Islands; (b) Lakshadweep; (c) Dadra and Nagar Haveli; (d) Daman and Diu; (e) Pondicherry; Provided that wh...",full_article,240,Power of President to make regulations for certain Union territories,Unknown,"federal_structure, governance, amendment","territory, president, make, legislature, regulations, peace, progress, good, pondicherry, body, territories, provided, 239a, regulation, effect, federal_structure, governance, amendment, power of president to make regulations for certain union territories"
chunk_article_240_clause_(2),"Article 240, Clause (2): Any regulation so made may repeal or amend any Act made by Parliament or any other law which is for the time being applicable to the Union territory and, when promulgated by the President, shall have the same force and effect as an Act of Parliament which applies to that territory",clause,240,,Unknown,"federal_structure, governance, amendment","made, territory, regulation, repeal, amend"
